@relation movidId_ratesCount_avgRate

@attribute movie_id numeric
@attribute ratings_count numeric
@attribute rating_avg numeric

@data
15333, 3799, 4.19
13523, 3798, 3.25
12440, 3794, 3.89
2051, 3793, 3.54
16283, 3792, 2.59
7905, 3790, 3.88
16419, 3789, 3.97
7824, 3787, 3.54
2831, 3783, 3.82
1032, 3782, 3.84
2394, 3781, 3.39
10412, 3781, 3.41
17723, 3776, 3.65
4641, 3775, 3.37
8664, 3775, 4.29
12846, 3775, 3.56
4709, 3769, 3.21
8652, 3767, 3.47
9431, 3766, 2.56
17693, 3766, 3.01
3090, 3761, 3.17
14425, 3760, 3.9
17158, 3760, 3.3
16871, 3757, 3.46
14235, 3753, 3.75
4596, 3752, 3.32
16548, 3752, 3.49
5919, 3751, 3.67
17026, 3750, 2.9
6485, 3748, 3.64
9231, 3747, 3.32
10460, 3747, 3.95
16751, 3746, 2.85
7463, 3744, 3.63
8229, 3744, 3.91
11503, 3741, 3.87
4535, 3735, 3.56
7577, 3735, 4.21
1160, 3734, 3.4
11514, 3731, 3.57
14065, 3729, 3.29
15482, 3726, 3.69
17175, 3726, 3.32
2228, 3725, 3.84
4786, 3724, 3.8
16564, 3724, 3.23
9062, 3723, 3.09
7807, 3721, 3.32
4441, 3719, 3.41
7496, 3719, 4.08
9705, 3718, 3.91
808, 3713, 3.24
438, 3712, 3.03
17653, 3707, 3.24
3181, 3704, 3.6
6912, 3700, 3.64
15437, 3699, 4.46
17632, 3695, 3.89
7690, 3694, 3.03
400, 3693, 3.83
5204, 3691, 4.14
5686, 3690, 2.93
5731, 3689, 3.83
5097, 3687, 3.48
10822, 3683, 3.45
11908, 3681, 2.78
8623, 3679, 3.03
12742, 3679, 3.7
11980, 3674, 3.49
12260, 3674, 3.45
11697, 3673, 3.07
12719, 3669, 3.95
16292, 3668, 3.81
7357, 3667, 3.62
7704, 3666, 3.25
2889, 3660, 3.42
11309, 3657, 2.81
4072, 3655, 3.44
2861, 3654, 4.24
10775, 3652, 3.61
15365, 3649, 3.4
9396, 3647, 3.09
1116, 3645, 3.1
6935, 3645, 3.8
16967, 3641, 3.32
11881, 3639, 3.48
13567, 3639, 4.06
986, 3638, 3.53
3207, 3638, 3.59
748, 3637, 3.74
9092, 3637, 3.56
12839, 3636, 3.5
17109, 3634, 3.57
10253, 3633, 3.09
7655, 3632, 3.64
15431, 3632, 3.5
5308, 3627, 3.4
6917, 3624, 3.35
6618, 3623, 3.25
1103, 3622, 3.78
12442, 3618, 3.59
12804, 3618, 3.61
17536, 3618, 4.09
16337, 3613, 2.85
8901, 3612, 2.56
6373, 3609, 3.78
6162, 3608, 3.8
8372, 3608, 3.47
8825, 3608, 3.62
10101, 3608, 3.61
4040, 3607, 3.9
8280, 3605, 3.78
15750, 3602, 3.39
8470, 3599, 3.04
846, 3598, 2.69
48, 3591, 3.71
6188, 3590, 2.93
10117, 3590, 3.77
16569, 3579, 3.54
6273, 3578, 3.34
14188, 3577, 3.09
7615, 3576, 2.9
16468, 3572, 3.9
2847, 3569, 3.4
11690, 3568, 2.65
1765, 3566, 3.59
398, 3565, 2.75
13317, 3565, 3.31
5135, 3563, 3.45
57, 3562, 3.68
6834, 3559, 3.89
181, 3558, 2.6
5583, 3558, 2.81
12542, 3558, 3.31
840, 3556, 3.82
12427, 3554, 3.46
12489, 3554, 3.32
16861, 3554, 3.7
11025, 3551, 3.32
11961, 3550, 3.71
11724, 3545, 3.28
5982, 3542, 3.32
1120, 3539, 3.32
7427, 3539, 3.64
9694, 3539, 3.17
11317, 3538, 3.07
13234, 3537, 3.07
1794, 3535, 3.06
8942, 3534, 2.96
14982, 3534, 2.65
11863, 3532, 3.69
12194, 3530, 3.29
12626, 3528, 3.45
1126, 3526, 3.79
5468, 3524, 3.45
5513, 3522, 3.9
9927, 3512, 2.83
2304, 3511, 3.23
13042, 3503, 4.14
104, 3500, 3.7
4249, 3496, 3.81
13546, 3496, 3.91
832, 3494, 3.79
2383, 3494, 3.57
2113, 3493, 3.13
4281, 3493, 3.13
16215, 3491, 3.41
12035, 3488, 4.33
3212, 3486, 3.75
8722, 3486, 3.34
436, 3485, 3.81
213, 3482, 3.47
1216, 3481, 3.45
10147, 3480, 4.18
6976, 3479, 3.75
11552, 3479, 3.48
2921, 3477, 3.49
12534, 3477, 3.4
12886, 3476, 3.93
2823, 3474, 3.63
8801, 3473, 3.81
11065, 3470, 3.31
14013, 3468, 3.36
3451, 3467, 3.46
15155, 3464, 4.06
3716, 3461, 3.53
9498, 3461, 3.93
10892, 3458, 3.64
2176, 3457, 3.8
7960, 3455, 3.55
16267, 3452, 3.17
15568, 3450, 3.96
431, 3449, 3.54
8469, 3449, 3.47
2603, 3448, 3.81
13051, 3447, 4.2
8239, 3446, 2.94
4507, 3445, 3.55
5402, 3445, 3.57
661, 3441, 3.25
14315, 3440, 3.36
1021, 3439, 3.72
9309, 3439, 3.0
15134, 3436, 3.05
16463, 3435, 3.52
13842, 3433, 3.76
1885, 3432, 3.4
5604, 3432, 2.44
1226, 3430, 3.55
3710, 3430, 3.36
13993, 3430, 4.01
3810, 3429, 3.01
12412, 3429, 3.17
304, 3427, 3.77
4682, 3427, 4.01
9983, 3426, 3.76
17312, 3426, 3.22
5563, 3416, 3.81
6837, 3413, 3.28
11060, 3410, 3.7
13500, 3406, 3.13
16399, 3406, 3.98
17117, 3406, 3.72
16695, 3405, 3.4
4886, 3404, 3.02
9905, 3404, 3.78
11608, 3404, 3.45
8388, 3403, 3.12
12381, 3403, 3.04
16387, 3402, 3.61
4767, 3400, 3.37
1130, 3398, 3.41
79, 3397, 3.77
13029, 3395, 3.23
16100, 3394, 4.07
11901, 3392, 3.94
16558, 3391, 3.94
4815, 3390, 3.66
8349, 3390, 3.7
3765, 3389, 3.33
16143, 3388, 3.28
122, 3382, 2.91
11340, 3381, 2.75
11644, 3381, 3.67
9479, 3378, 3.76
6612, 3377, 3.65
17758, 3374, 2.92
17434, 3372, 3.32
6370, 3371, 3.72
1266, 3370, 3.3
4581, 3363, 3.78
12139, 3363, 4.0
7890, 3360, 4.02
17716, 3360, 3.7
12124, 3359, 3.32
7264, 3358, 2.99
1503, 3352, 3.52
1392, 3351, 3.41
8043, 3351, 3.34
8568, 3348, 3.17
6930, 3347, 3.14
14383, 3346, 4.06
6966, 3341, 2.63
12884, 3341, 3.7
13806, 3339, 3.72
993, 3337, 3.05
5636, 3334, 3.97
7047, 3333, 4.04
3769, 3332, 4.12
11531, 3332, 3.55
6157, 3331, 3.4
6430, 3325, 3.16
10517, 3325, 2.13
6842, 3324, 3.18
7275, 3324, 3.18
6586, 3322, 3.0
11914, 3316, 4.24
9590, 3314, 3.66
12543, 3312, 2.64
12718, 3311, 3.89
6635, 3310, 3.71
8572, 3308, 3.95
14055, 3308, 2.81
11982, 3307, 3.49
749, 3305, 2.24
17243, 3305, 3.31
7686, 3303, 3.34
12285, 3302, 3.79
4783, 3301, 3.81
16649, 3301, 3.61
17248, 3298, 3.31
7850, 3297, 4.06
7322, 3294, 3.27
3095, 3293, 3.54
1234, 3290, 3.48
3532, 3290, 3.45
14576, 3290, 3.07
6404, 3288, 2.73
1363, 3287, 2.75
5283, 3286, 4.13
15186, 3284, 3.05
8751, 3283, 3.16
8624, 3282, 4.01
643, 3280, 3.15
16050, 3280, 3.56
12132, 3279, 3.4
14729, 3278, 4.43
9847, 3276, 2.68
15576, 3276, 3.46
6473, 3269, 2.94
7595, 3267, 4.01
9761, 3266, 3.63
12523, 3266, 2.99
5699, 3262, 3.82
8621, 3261, 3.67
11276, 3261, 3.25
3295, 3260, 2.54
9461, 3257, 2.47
2762, 3255, 2.67
942, 3254, 3.02
15237, 3253, 3.0
2523, 3251, 3.91
10576, 3250, 3.76
9964, 3248, 3.85
13023, 3248, 3.78
488, 3247, 3.66
401, 3246, 3.63
12726, 3243, 3.69
16178, 3243, 3.07
15160, 3241, 3.37
1373, 3240, 3.76
14453, 3240, 3.21
10095, 3239, 3.89
4366, 3238, 3.61
15856, 3237, 3.55
16676, 3236, 2.98
15068, 3235, 2.94
2988, 3234, 2.89
9686, 3231, 3.7
13852, 3231, 3.24
12486, 3229, 3.87
13490, 3229, 3.1
17171, 3229, 3.24
10686, 3225, 3.83
11683, 3222, 2.89
15211, 3222, 3.54
13978, 3221, 3.26
4985, 3220, 3.0
8719, 3218, 3.99
281, 3217, 3.76
12875, 3216, 3.68
10403, 3213, 2.85
7475, 3209, 3.63
8549, 3208, 3.51
6291, 3205, 3.13
2727, 3203, 3.89
15300, 3202, 3.52
15979, 3202, 3.64
12311, 3201, 3.48
15741, 3201, 2.88
7883, 3199, 3.56
12660, 3199, 3.07
17437, 3195, 3.93
6835, 3194, 3.78
6640, 3193, 2.17
8344, 3192, 3.07
10102, 3191, 3.22
12714, 3190, 3.54
6918, 3188, 3.12
9687, 3188, 3.22
2352, 3187, 3.28
7302, 3182, 4.33
4485, 3180, 3.45
15033, 3180, 3.57
1297, 3178, 3.44
12766, 3178, 3.52
2974, 3173, 3.33
6177, 3169, 3.55
12298, 3166, 3.93
16362, 3166, 3.17
9237, 3165, 3.54
13707, 3164, 3.76
17468, 3164, 3.64
7911, 3163, 2.71
12800, 3163, 3.5
12837, 3163, 3.14
14003, 3163, 3.22
5235, 3162, 2.68
10903, 3161, 3.59
3398, 3160, 3.71
13205, 3160, 4.38
6633, 3159, 4.09
16887, 3159, 3.43
16193, 3156, 2.64
14044, 3154, 3.56
17264, 3146, 3.41
3043, 3144, 3.07
14009, 3143, 2.92
8423, 3138, 2.97
971, 3137, 3.81
14732, 3137, 3.81
6534, 3135, 3.58
7817, 3135, 3.7
10172, 3135, 3.35
8363, 3134, 3.68
15724, 3134, 3.7
11559, 3131, 3.24
3587, 3130, 3.46
4754, 3130, 3.01
13288, 3129, 2.79
3955, 3126, 3.69
17633, 3124, 3.4
16593, 3120, 3.8
11987, 3118, 3.93
3615, 3117, 3.91
3220, 3116, 2.91
13232, 3115, 3.05
7657, 3114, 4.05
11555, 3114, 2.1
16348, 3114, 2.97
15798, 3110, 3.85
7462, 3107, 2.55
13468, 3106, 4.22
2218, 3104, 3.74
5869, 3103, 3.25
6623, 3102, 3.75
14801, 3100, 3.77
3975, 3093, 3.34
3405, 3092, 4.12
4168, 3088, 3.99
4630, 3087, 3.02
10174, 3086, 3.34
11426, 3085, 2.82
8024, 3084, 3.78
9418, 3083, 4.05
13814, 3083, 3.4
3990, 3082, 3.11
11533, 3082, 3.9
5890, 3077, 2.71
17241, 3076, 2.63
14651, 3068, 3.79
9845, 3067, 3.99
17003, 3066, 4.04
13328, 3063, 3.37
16643, 3062, 3.43
807, 3061, 3.58
3422, 3060, 3.17
6565, 3060, 3.22
8700, 3059, 3.68
13441, 3057, 3.8
17050, 3057, 3.25
2498, 3055, 3.68
9430, 3055, 2.89
7641, 3054, 3.55
17453, 3054, 2.44
10575, 3053, 4.17
17010, 3052, 3.62
1660, 3047, 4.12
15045, 3045, 3.37
15868, 3043, 3.67
10209, 3042, 3.31
16232, 3042, 3.02
16615, 3041, 4.25
5858, 3039, 2.37
16756, 3038, 3.02
956, 3037, 2.58
17178, 3036, 3.98
474, 3035, 3.6
1291, 3035, 4.14
6470, 3034, 3.15
15616, 3034, 3.32
16905, 3034, 3.43
1589, 3033, 3.6
5047, 3032, 3.26
7431, 3032, 3.78
16885, 3028, 3.39
6648, 3027, 3.42
13276, 3025, 3.43
2989, 3024, 3.66
6207, 3024, 3.13
8432, 3023, 3.17
2366, 3021, 3.12
10130, 3021, 3.68
6155, 3019, 3.53
15867, 3019, 2.89
4878, 3016, 3.38
1759, 3015, 3.9
127, 3014, 2.63
7289, 3014, 3.53
7379, 3014, 3.7
13948, 3013, 3.88
4166, 3012, 3.33
10545, 3012, 3.95
5642, 3010, 3.2
358, 3008, 3.54
16926, 3008, 3.19
1132, 3007, 3.31
3672, 3004, 3.52
15830, 3003, 3.56
12405, 3001, 2.99
12623, 3001, 3.78
13135, 3001, 3.27
2047, 3000, 3.18
2350, 2999, 3.59
16630, 2999, 3.08
1044, 2997, 3.45
8034, 2995, 3.34
7074, 2994, 3.94
7939, 2993, 2.79
16588, 2993, 3.2
659, 2989, 2.75
1201, 2988, 3.24
6741, 2988, 3.56
10881, 2987, 2.94
1299, 2986, 3.22
13311, 2986, 3.19
1607, 2983, 2.85
7703, 2983, 2.65
4948, 2982, 3.26
7383, 2981, 3.15
10895, 2980, 3.32
7584, 2977, 3.85
2266, 2976, 3.1
4253, 2976, 3.85
13279, 2975, 3.38
3714, 2974, 2.93
7812, 2974, 3.83
8219, 2972, 3.2
12100, 2971, 4.23
10190, 2970, 3.28
9713, 2968, 3.87
4011, 2965, 3.92
11779, 2965, 3.59
16709, 2963, 3.52
2654, 2961, 3.72
990, 2958, 3.77
12958, 2958, 3.74
13417, 2956, 2.62
2622, 2955, 3.21
8269, 2955, 3.29
76, 2954, 4.09
15913, 2954, 2.67
14600, 2953, 3.43
7418, 2951, 2.22
9550, 2951, 2.28
10861, 2950, 3.45
4354, 2948, 2.98
9076, 2948, 3.9
2796, 2947, 4.01
14925, 2947, 3.44
4644, 2946, 3.0
7217, 2945, 3.0
13094, 2945, 4.04
9609, 2944, 3.7
10185, 2944, 3.92
5943, 2942, 3.41
3324, 2941, 3.71
17211, 2941, 3.99
13638, 2939, 2.61
5179, 2937, 2.98
3599, 2935, 3.6
10072, 2933, 4.23
13643, 2932, 3.07
3984, 2931, 3.67
1412, 2929, 3.22
11851, 2926, 3.55
15035, 2924, 4.22
1193, 2923, 3.0
14694, 2923, 3.73
3268, 2919, 2.99
10685, 2919, 3.15
17277, 2919, 3.02
889, 2914, 4.05
2331, 2913, 3.43
600, 2910, 3.22
9169, 2907, 3.6
13625, 2906, 3.57
15170, 2904, 2.8
8985, 2903, 3.46
5330, 2902, 3.63
1471, 2901, 3.39
13863, 2901, 3.21
2356, 2900, 2.5
8742, 2899, 3.58
7392, 2898, 3.82
16834, 2897, 3.88
1282, 2895, 3.05
3480, 2893, 3.53
3035, 2892, 3.11
10744, 2892, 3.67
7708, 2890, 2.86
10022, 2890, 3.16
3403, 2886, 3.76
14327, 2886, 3.78
10018, 2885, 3.65
17070, 2885, 3.18
8567, 2881, 2.87
5977, 2879, 3.38
12482, 2877, 3.59
964, 2876, 3.68
3404, 2876, 3.68
15101, 2875, 2.97
16936, 2874, 2.94
3565, 2873, 3.48
6973, 2873, 3.24
10343, 2873, 3.46
11099, 2873, 3.82
13572, 2873, 3.65
16285, 2872, 4.01
6011, 2868, 4.02
3394, 2866, 3.55
16702, 2866, 3.49
10880, 2863, 3.73
13644, 2863, 2.8
4679, 2862, 3.96
17311, 2862, 3.84
3301, 2861, 3.76
5647, 2861, 2.74
7791, 2861, 3.19
17357, 2861, 3.34
3416, 2860, 2.76
13506, 2859, 4.09
4979, 2857, 4.14
7914, 2857, 3.84
7667, 2856, 3.97
13261, 2856, 3.18
2674, 2854, 3.77
10221, 2854, 3.51
5823, 2852, 3.07
4587, 2849, 2.95
12620, 2849, 2.5
6127, 2848, 2.77
7346, 2848, 3.16
15570, 2848, 3.2
3830, 2846, 3.14
16293, 2844, 3.21
8492, 2842, 3.33
3210, 2839, 2.94
3907, 2838, 3.35
3159, 2834, 3.31
3807, 2833, 3.49
5174, 2831, 3.39
15256, 2830, 3.14
8187, 2825, 4.02
12026, 2824, 4.2
3495, 2823, 3.77
408, 2821, 3.41
8940, 2820, 4.01
10103, 2819, 3.88
2370, 2816, 3.45
3491, 2816, 3.39
7963, 2816, 3.82
8037, 2815, 3.51
5387, 2812, 3.63
8050, 2812, 3.4
1856, 2808, 4.07
5328, 2808, 3.07
12165, 2808, 2.85
4086, 2806, 3.36
4519, 2806, 3.02
16637, 2806, 3.03
4857, 2804, 3.99
7453, 2804, 3.01
7973, 2803, 3.67
9908, 2803, 3.97
10311, 2802, 4.15
17196, 2802, 3.38
561, 2800, 3.94
14747, 2798, 3.53
8774, 2797, 4.19
6808, 2795, 3.03
17111, 2795, 3.59
17323, 2794, 3.06
12226, 2792, 3.92
9724, 2791, 2.99
15855, 2784, 3.55
11153, 2783, 3.88
6194, 2782, 3.29
12784, 2782, 3.71
13010, 2781, 3.22
15334, 2781, 3.17
14226, 2776, 2.91
8869, 2775, 4.07
15016, 2775, 3.93
4405, 2774, 3.97
9888, 2772, 3.53
8781, 2770, 3.5
16288, 2768, 3.08
8186, 2766, 3.97
16041, 2766, 3.03
12409, 2764, 2.9
14326, 2762, 2.32
10024, 2759, 3.43
84, 2752, 3.22
8814, 2751, 4.01
16356, 2748, 4.07
17075, 2747, 3.32
16544, 2746, 3.19
11817, 2745, 3.37
1600, 2744, 2.92
13144, 2744, 3.61
4704, 2743, 3.56
7621, 2743, 3.7
6278, 2742, 3.15
12303, 2742, 3.27
3988, 2741, 3.3
11210, 2741, 3.65
11843, 2741, 3.78
9443, 2740, 3.41
17103, 2737, 3.0
15947, 2736, 4.14
1277, 2735, 4.18
16444, 2735, 3.46
16523, 2734, 2.99
5139, 2733, 3.51
14080, 2731, 3.04
5481, 2726, 2.95
3529, 2725, 3.24
11097, 2725, 4.01
201, 2724, 3.42
11326, 2723, 3.69
2137, 2722, 2.79
6582, 2722, 3.29
6004, 2718, 2.6
3768, 2717, 2.95
7993, 2717, 3.74
17661, 2717, 4.03
5508, 2715, 3.85
8884, 2715, 2.98
10142, 2715, 3.53
13370, 2715, 3.76
432, 2714, 3.99
7919, 2713, 3.43
14359, 2712, 3.34
1292, 2710, 3.15
16705, 2709, 3.69
4027, 2708, 3.44
2539, 2705, 4.01
15267, 2700, 4.21
16, 2699, 3.1
12586, 2698, 3.86
680, 2697, 2.96
7576, 2695, 3.56
7735, 2691, 4.26
5765, 2689, 3.62
7652, 2689, 3.94
733, 2686, 3.41
7804, 2685, 3.65
7121, 2684, 3.01
10157, 2683, 3.8
15289, 2682, 2.84
427, 2681, 2.87
9762, 2679, 3.01
15282, 2678, 3.62
17230, 2676, 4.15
6957, 2675, 3.33
17570, 2674, 3.94
8190, 2672, 3.35
15729, 2672, 4.11
7815, 2670, 4.48
13669, 2670, 4.22
11584, 2669, 2.34
12401, 2668, 3.41
8845, 2667, 3.27
13453, 2667, 3.62
1689, 2666, 3.97
8868, 2666, 3.84
9616, 2666, 3.4
14413, 2664, 3.08
11818, 2662, 3.58
13457, 2662, 3.45
14491, 2662, 3.57
14848, 2660, 2.8
4442, 2659, 2.95
3595, 2658, 2.76
4563, 2657, 3.1
4512, 2656, 2.75
7037, 2655, 3.89
12951, 2653, 3.21
12652, 2649, 4.01
16400, 2647, 3.97
7970, 2645, 3.69
14164, 2644, 3.04
15890, 2642, 3.6
7393, 2637, 4.26
6264, 2635, 2.74
13785, 2634, 3.68
10696, 2632, 3.16
17379, 2632, 3.16
6710, 2631, 3.51
6613, 2630, 4.12
15747, 2630, 3.48
5761, 2629, 3.93
7172, 2629, 3.23
8705, 2629, 2.86
14719, 2628, 3.67
17529, 2628, 2.63
1208, 2626, 4.0
7501, 2625, 3.58
9152, 2625, 3.14
13841, 2625, 3.31
3733, 2624, 3.85
5564, 2624, 3.41
10002, 2624, 3.44
11286, 2624, 3.11
13184, 2621, 3.49
14278, 2620, 3.8
45, 2619, 2.97
2409, 2619, 3.03
11922, 2619, 4.03
1047, 2617, 3.64
5622, 2616, 2.88
12008, 2616, 4.11
12274, 2615, 3.15
13518, 2615, 2.77
3475, 2614, 3.73
7448, 2614, 3.58
13004, 2614, 3.3
7245, 2613, 2.97
10466, 2612, 3.77
9485, 2611, 3.79
9657, 2611, 2.82
16046, 2610, 3.3
5598, 2609, 3.84
8591, 2609, 3.96
11119, 2608, 3.6
17314, 2608, 4.03
344, 2604, 3.7
5863, 2604, 3.75
17396, 2604, 3.06
1656, 2603, 2.72
3314, 2603, 3.21
14177, 2598, 3.44
8304, 2597, 3.61
15044, 2596, 1.97
12769, 2595, 3.36
15392, 2595, 3.69
5903, 2594, 2.97
10580, 2593, 4.1
16856, 2593, 3.37
13569, 2592, 2.94
17481, 2590, 2.98
16479, 2589, 3.13
4201, 2588, 3.16
9826, 2588, 4.09
11502, 2588, 2.8
1848, 2587, 3.83
11688, 2587, 3.78
16810, 2587, 3.95
17184, 2587, 3.86
9294, 2585, 3.56
16273, 2584, 2.91
9101, 2583, 4.13
1045, 2582, 3.56
1655, 2582, 3.33
13996, 2581, 3.32
15460, 2580, 3.6
14971, 2579, 3.32
12569, 2578, 3.45
15534, 2578, 4.18
17275, 2577, 3.77
13393, 2571, 3.25
1172, 2570, 2.78
3348, 2570, 3.91
9626, 2568, 3.59
7426, 2567, 3.94
7685, 2567, 3.89
9725, 2567, 3.17
4267, 2565, 3.34
13313, 2565, 3.83
4413, 2564, 3.01
11641, 2564, 4.32
14799, 2564, 3.82
133, 2563, 3.74
732, 2563, 3.23
1236, 2563, 2.95
4054, 2563, 4.02
5958, 2562, 3.57
17009, 2562, 3.1
16920, 2561, 4.15
5576, 2559, 3.02
12598, 2559, 3.57
13182, 2558, 3.68
2471, 2557, 3.88
10645, 2557, 3.33
15848, 2557, 3.58
4575, 2556, 3.96
17062, 2556, 2.67
2300, 2555, 3.99
13119, 2555, 2.8
15363, 2554, 3.75
5341, 2552, 3.87
8523, 2552, 3.26
4478, 2551, 3.65
4678, 2551, 3.33
8605, 2551, 3.69
12842, 2551, 3.67
15276, 2551, 3.83
188, 2549, 2.76
12851, 2549, 3.45
12987, 2549, 3.85
15484, 2548, 3.62
13674, 2547, 3.3
8821, 2546, 2.94
12624, 2546, 3.65
1923, 2545, 3.87
12738, 2545, 3.9
1298, 2543, 3.18
3833, 2540, 3.69
6542, 2537, 3.02
2912, 2536, 3.67
2337, 2534, 2.43
12242, 2534, 4.09
4924, 2533, 4.18
4923, 2532, 2.89
5355, 2531, 3.31
12334, 2531, 3.67
8168, 2528, 3.74
12925, 2528, 3.8
13691, 2527, 3.63
10682, 2526, 4.18
7420, 2525, 3.59
6371, 2524, 3.75
17741, 2524, 3.29
10912, 2523, 3.5
14526, 2523, 3.63
14661, 2522, 4.01
15029, 2522, 3.32
17597, 2522, 3.64
11720, 2521, 3.05
316, 2520, 4.3
6948, 2520, 2.8
1912, 2517, 3.82
4509, 2516, 4.03
10165, 2513, 2.81
17438, 2510, 3.49
4450, 2509, 3.75
11681, 2506, 3.33
2111, 2505, 4.03
6818, 2505, 2.79
10883, 2504, 4.12
14271, 2504, 3.59
4845, 2503, 3.5
5877, 2503, 3.26
11855, 2502, 3.61
1814, 2498, 3.4
6529, 2495, 3.56
10910, 2495, 3.85
16733, 2495, 3.48
4377, 2494, 2.4
14631, 2494, 3.79
2440, 2493, 4.05
4902, 2493, 3.5
6245, 2490, 3.5
7470, 2490, 3.43
2834, 2489, 3.15
16394, 2489, 4.21
16890, 2487, 3.53
4695, 2486, 3.36
8162, 2486, 3.37
9238, 2485, 3.13
11523, 2485, 4.17
7141, 2483, 3.35
16775, 2482, 2.94
11462, 2481, 2.98
7572, 2479, 3.36
5366, 2478, 2.51
11061, 2478, 3.24
1734, 2476, 3.28
2144, 2476, 4.08
774, 2475, 4.25
7771, 2475, 3.09
11369, 2475, 4.09
13008, 2475, 3.32
17751, 2475, 3.94
5808, 2474, 4.05
15759, 2473, 2.75
1963, 2472, 2.98
1760, 2471, 3.12
10298, 2471, 3.79
9098, 2469, 3.25
895, 2467, 3.94
10609, 2467, 4.01
12645, 2467, 3.78
15940, 2466, 3.4
17469, 2466, 3.42
14959, 2465, 3.51
9833, 2462, 3.84
13513, 2461, 3.11
14307, 2461, 4.07
12587, 2458, 3.83
15592, 2458, 3.51
4583, 2457, 3.31
8143, 2457, 3.71
14598, 2456, 3.95
10669, 2455, 3.89
16700, 2453, 4.1
1694, 2452, 3.64
6239, 2452, 3.17
6690, 2452, 4.02
456, 2450, 3.68
9206, 2450, 3.75
10361, 2448, 4.06
12824, 2448, 3.83
2668, 2446, 2.78
5425, 2446, 2.97
10655, 2446, 3.55
2659, 2445, 3.24
11167, 2445, 3.91
12249, 2445, 2.96
16397, 2445, 4.05
13640, 2443, 2.97
15805, 2443, 3.29
3190, 2440, 3.3
10100, 2440, 2.91
16918, 2440, 4.09
2132, 2439, 3.46
3120, 2438, 3.95
14002, 2438, 2.92
14487, 2438, 3.0
15224, 2438, 2.98
7487, 2437, 3.7
10272, 2437, 3.88
12051, 2437, 3.31
1604, 2436, 3.93
13641, 2434, 3.52
2346, 2432, 3.58
17249, 2432, 3.44
14293, 2431, 3.31
452, 2430, 2.89
5106, 2430, 2.59
9222, 2430, 3.28
13960, 2430, 3.87
7769, 2429, 3.1
9296, 2427, 3.89
2651, 2426, 3.43
7042, 2425, 4.02
10474, 2425, 3.19
17168, 2425, 3.02
2599, 2424, 3.76
7043, 2423, 4.11
14795, 2423, 2.55
5094, 2422, 3.62
10566, 2422, 3.26
17401, 2422, 3.39
12770, 2421, 3.78
13805, 2421, 3.08
14284, 2420, 2.8
1994, 2419, 4.19
180, 2418, 3.83
2339, 2418, 3.47
5888, 2418, 4.05
8211, 2417, 4.07
11092, 2416, 3.22
11225, 2416, 3.17
1594, 2414, 3.04
1845, 2413, 2.66
7004, 2413, 3.6
7602, 2413, 2.41
12953, 2412, 3.59
8998, 2411, 4.13
952, 2410, 3.98
5473, 2410, 3.67
8213, 2410, 3.37
16149, 2410, 3.44
11585, 2409, 3.14
11958, 2409, 4.13
16947, 2409, 3.87
15999, 2408, 3.86
55, 2406, 3.02
693, 2406, 3.06
8522, 2406, 3.85
9836, 2406, 4.09
17649, 2406, 3.35
15153, 2405, 2.93
5299, 2403, 3.54
6283, 2402, 4.13
17573, 2401, 3.3
16917, 2400, 3.72
14436, 2399, 3.92
7010, 2397, 2.92
2467, 2396, 2.55
6023, 2395, 3.88
13539, 2394, 3.82
5930, 2393, 2.98
14463, 2393, 2.79
676, 2388, 3.08
10360, 2386, 3.74
16476, 2386, 3.81
2638, 2385, 4.11
13155, 2385, 2.77
15492, 2385, 3.1
16628, 2385, 3.85
1218, 2380, 3.39
4177, 2380, 3.83
16279, 2380, 2.83
4290, 2378, 3.38
5917, 2378, 3.89
242, 2375, 3.91
505, 2375, 3.14
3949, 2373, 3.76
961, 2370, 3.54
4712, 2370, 2.81
17675, 2370, 3.3
1252, 2369, 2.89
9218, 2369, 3.66
9766, 2369, 3.97
16431, 2369, 3.98
3559, 2368, 3.59
4346, 2365, 3.1
2077, 2364, 3.49
6726, 2363, 3.3
13808, 2363, 3.74
13819, 2363, 3.93
16094, 2363, 3.03
9875, 2361, 2.93
11068, 2359, 4.26
13125, 2359, 3.41
17525, 2359, 3.77
1956, 2358, 3.78
3376, 2356, 3.52
10467, 2356, 3.24
16311, 2356, 3.82
17320, 2356, 2.81
12512, 2355, 3.28
13489, 2355, 3.27
11433, 2353, 3.25
15305, 2353, 4.0
47, 2350, 3.27
6098, 2349, 3.79
6887, 2349, 4.01
2769, 2347, 3.8
16986, 2347, 3.77
16939, 2346, 3.5
504, 2343, 4.06
7354, 2343, 2.43
6634, 2342, 3.51
3970, 2341, 3.34
17047, 2341, 3.01
3183, 2339, 3.85
8263, 2339, 3.93
9838, 2338, 2.88
10979, 2337, 3.71
586, 2336, 3.32
238, 2335, 3.68
762, 2335, 3.98
8212, 2335, 3.1
5799, 2332, 3.25
10733, 2331, 3.36
14578, 2331, 3.61
9382, 2330, 3.89
15720, 2330, 3.59
4719, 2329, 3.77
1074, 2328, 3.73
9475, 2328, 3.72
1766, 2327, 3.94
3525, 2327, 2.71
8645, 2327, 3.17
17014, 2327, 3.05
17561, 2325, 3.14
12736, 2322, 3.17
11295, 2321, 3.55
1851, 2320, 3.47
15260, 2320, 2.51
2986, 2318, 3.49
11825, 2318, 4.05
14685, 2317, 3.62
